operating_point_id,source,source_route,review_id,review_title,group_id,test_name,target_label_where_recorded,threshold_where_recorded,study_count,raw_normalized_rows,analysis_rows,zero_cell_study_fraction,orientation,eligibility,primary_atlas,selection_status,estimator_v039,sensitivity_v039,specificity_v039,estimator_v040,sensitivity_v040_v041,specificity_v040_v041,information_bits_5_v040_v041,information_bits_20_v040_v041,information_bits_50_v040_v041,fraction_entropy_removed_5_v040_v041,fraction_entropy_removed_20_v040_v041,fraction_entropy_removed_50_v040_v041,estimator_v041,estimator_v042,inclusion_status_v039,inclusion_status_v040,inclusion_status_v041,inclusion_status_v042,status_change_reason_v042,target_label_status,threshold_status,zero_cell_burden_definition,value_change_reason_v039,value_change_reason_v040,value_change_reason_v041,transition_reason_v039_to_v040,transition_reason_v040_to_v041,primary_status_v039,primary_status_v040,primary_status_v041,information_bits_5_v042,information_bits_20_v042,information_bits_50_v042,fraction_entropy_removed_5_v042,fraction_entropy_removed_20_v042,fraction_entropy_removed_50_v042,sensitivity_v042,specificity_v042,information_bits_5_v039,information_bits_20_v039,information_bits_50_v039,fraction_entropy_removed_5_v039,fraction_entropy_removed_20_v039,fraction_entropy_removed_50_v039,value_change_reason_v042,transition_reason_v041_to_v042,primary_status_v042,analysis_status_v042
Cochrane DTA Reference Dataset|CD008892|legacy:CD008892:10,Cochrane DTA Reference Dataset,historical Cochrane,CD008892,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,legacy:CD008892:10,Typhidot (all types),,,22,22,22,0.1818181818181818,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.7901532969465197,0.7820096614897123,regularized direct-binomial local Gaussian approximation,0.8665136864819536,0.8317646484036516,0.0788268477755555,0.2543671727535307,0.388911278149091,0.275236331312138,0.3523441940477714,0.388911278149091,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0501258681328728,0.1639601073560512,0.2511169244996977,0.1750223488323513,0.2271141800924548,0.2511169244996977,0.790153319101319,0.7820096655781336,0.050125863329344,0.163960091685726,0.2511168997558239,0.1750223320600753,0.2271141583862415,0.2511168997558239,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Cochrane DTA Reference Dataset|CD008892|legacy:CD008892:13,Cochrane DTA Reference Dataset,historical Cochrane,CD008892,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,legacy:CD008892:13,TUBEX,,,14,14,14,0.0714285714285714,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.7666802624837251,0.867196854966569,regularized direct-binomial local Gaussian approximation,0.7935016441012728,0.8714514949879748,0.0760461829018662,0.2392013264167882,0.3513398456947605,0.2655272027596185,0.3313367745496998,0.3513398456947605,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0689501897629807,0.2172982283438017,0.3182846657171155,0.2407504271599652,0.300997052037025,0.3182846657171155,0.7666802580160103,0.8671968549978409,0.0689501906593589,0.2172982311987047,0.3182846701634249,0.2407504302898108,0.3009970559915782,0.3182846701634249,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Cochrane DTA Reference Dataset|CD008892|legacy:CD008892:19,Cochrane DTA Reference Dataset,historical Cochrane,CD008892,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,legacy:CD008892:19,Test-it Typhoid and KIT prototypes (threshold > 1+),,,9,9,9,0.0,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.6751929148269395,0.8625764335307247,regularized direct-binomial local Gaussian approximation,0.6283920051398157,0.8758094329113562,0.0464312394958141,0.1455360276809677,0.2085184330098908,0.162121972116537,0.2015935225566678,0.2085184330098908,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0504707816780489,0.1593524364305167,0.2310292983502945,0.176226668698908,0.2207317287677791,0.2310292983502945,0.6751929225211832,0.8625764314376763,0.0504707809726361,0.1593524340252655,0.2310292943846299,0.1762266662358481,0.2207317254360743,0.2310292943846299,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Cochrane DTA Reference Dataset|CD008892|legacy:CD008892:5,Cochrane DTA Reference Dataset,historical Cochrane,CD008892,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,legacy:CD008892:5,Typhidot indeterminate results reported,,,6,6,6,0.0,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.659622541493707,0.7953974887906169,regularized direct-binomial local Gaussian approximation,0.6668850415062869,0.7725650152289527,0.0295685493898695,0.0967168271569021,0.1461696053047889,0.1032432386420148,0.133970166616098,0.1461696053047889,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0326240538969902,0.1059874293730147,0.1585521081736437,0.1139120129819727,0.1468116147904608,0.1585521081736437,0.6596225489258236,0.7953974781492943,0.0326240548474575,0.1059874321036528,0.1585521114867784,0.1139120163006784,0.1468116185728848,0.1585521114867784,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Cochrane DTA Reference Dataset|CD009020|legacy:CD009020:4,Cochrane DTA Reference Dataset,historical Cochrane,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",legacy:CD009020:4,MRI for detection of any rotator cuff tears,,,6,6,6,0.6666666666666666,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.9475585225713518,0.7585283844405264,regularized direct-binomial local Gaussian approximation,0.9737916340220958,0.7893787245653378,0.094361103744491,0.3139175020610441,0.5122046990794079,0.329476628155257,0.4348320896280155,0.5122046990794079,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0785815770877787,0.2626000779947183,0.42698979310238,0.2743799301469627,0.3637482456416799,0.42698979310238,0.9475585226317368,0.7585283849129074,0.0785815769517856,0.2626000775725958,0.4269897924725561,0.2743799296721212,0.3637482450569645,0.4269897924725561,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Cochrane DTA Reference Dataset|CD009020|legacy:CD009020:5,Cochrane DTA Reference Dataset,historical Cochrane,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",legacy:CD009020:5,MRI for detection of full thickness tears,,,7,7,7,0.5714285714285714,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.9083149787312428,0.8883959146495545,regularized direct-binomial local Gaussian approximation,0.9390373134853632,0.9277810610412772,0.1423811981081548,0.4316424604901904,0.6361956844758943,0.4971463368254557,0.5979022890881353,0.6361956844758943,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.1118289374454827,0.3506165896709976,0.5263111725341924,0.3904683156260122,0.4856669135805028,0.5263111725341924,0.9083154677846662,0.888395267119881,0.1118291073473761,0.3506169369945136,0.5263113651659524,0.3904689088651834,0.4856673946859182,0.5263113651659524,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Cochrane DTA Reference Dataset|CD009020|legacy:CD009020:6,Cochrane DTA Reference Dataset,historical Cochrane,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",legacy:CD009020:6,MRI for detection of any rotator cuff tears,,,6,6,6,0.3333333333333333,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.7013689842507799,0.9019087460091072,regularized direct-binomial local Gaussian approximation,0.7525617290615503,0.9233740902093264,0.0892612496165849,0.2685147779634448,0.3760360542865275,0.3116696857238077,0.3719411668073943,0.3760360542865275,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0688829965479506,0.2116178682104104,0.2995291761211838,0.2405158114862979,0.293128733608058,0.2995291761211838,0.7013689888765239,0.901908744990148,0.0688829960455174,0.2116178664838389,0.2995291732473514,0.2405158097319733,0.2931287312164465,0.2995291732473514,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Cochrane DTA Reference Dataset|CD009020|legacy:CD009020:7,Cochrane DTA Reference Dataset,historical Cochrane,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",legacy:CD009020:7,US for detection of partial thickness tears,,,8,8,8,0.25,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.5296895447469641,0.9088869477865636,regularized direct-binomial local Gaussian approximation,0.5186175956085267,0.9247273877715768,0.0443194392659119,0.1340979888315921,0.183193700024314,0.1547482896194597,0.1857497855828905,0.183193700024314,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0409853265479752,0.1258768377918209,0.1748215046320862,0.1431067109116703,0.1743620156678632,0.1748215046320862,0.5296895456684549,0.9088869510038832,0.0409853253444968,0.1258768344740947,0.1748215005368865,0.1431067067095365,0.1743620110722169,0.1748215005368865,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Cochrane DTA Reference Dataset|CD009020|legacy:CD009020:8,Cochrane DTA Reference Dataset,historical Cochrane,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",legacy:CD009020:8,US for detection of full thickness tears,,,10,10,10,0.4,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.8721265839979,0.8650018509580678,regularized direct-binomial local Gaussian approximation,0.9189110867973656,0.9295838280216288,0.1374289720728969,0.4151275902525157,0.6065196411735367,0.4798548610879785,0.5750262293328332,0.6065196411735367,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0919122679180424,0.29162667259094,0.438680883687638,0.3209261328877493,0.403955289531211,0.438680883687638,0.8721266176995836,0.8650018328742761,0.0919122664896956,0.2916266641599992,0.438680861776263,0.3209261279004519,0.4039552778528447,0.438680861776263,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Cochrane DTA Reference Dataset|CD009020|legacy:CD009020:9,Cochrane DTA Reference Dataset,historical Cochrane,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",legacy:CD009020:9,US for detection of any rotator cuff tears,,,13,13,13,0.3076923076923077,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.8862525547439485,0.793037748828551,regularized direct-binomial local Gaussian approximation,0.9031961445990226,0.8436922964157904,0.090950091567384,0.2924712057878803,0.4500801601701095,0.3175665428964743,0.4051251196055927,0.4500801601701095,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0721680886910727,0.2367598889219793,0.3703466792065161,0.2519862271506376,0.3279549453729452,0.3703466792065161,0.8862525549894692,0.7930377495653232,0.0721680884367423,0.2367598881414995,0.3703466780627176,0.251986226262603,0.3279549442918406,0.3703466780627176,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Cochrane DTA Reference Dataset|CD009185|legacy:CD009185:1,Cochrane DTA Reference Dataset,historical Cochrane,CD009185,"Procalcitonin, C-reactive protein, and erythrocyte sedimentation rate for the diagnosis of acute pyelonephritis in children",legacy:CD009185:1,PCT (0.5 ng/mL),,,6,6,6,0.1666666666666666,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.8178194760643521,0.7202567132456729,regularized direct-binomial local Gaussian approximation,0.8669748835493001,0.7383528638916812,0.0533706785603614,0.1776741208081851,0.2822149494595144,0.1863521145539012,0.2461105504363374,0.2822149494595144,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.042678168121403,0.1420282893149695,0.2231604889183312,0.1490175333955225,0.196734675268635,0.2231604889183312,0.8178194600484039,0.7202567121253117,0.0426781709982632,0.1420282990030298,0.2231605049279367,0.1490175434405321,0.1967346886883376,0.2231605049279367,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
